fecha_venta,id_producto,modelo,categoría,canal_venta,cliente,unidades,precio_unitario,monto_total
2024-09-01,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_182,2,20805,41610
2024-09-01,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Online,Cliente_176,2,38961,77922
2024-09-01,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_133,3,38953,116859
2024-09-01,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_161,2,28782,57564
2024-09-02,CAL-013,Old Skool Black/White,Calzado,Instagram,Cliente_78,5,35038,175190
2024-09-02,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_69,3,43662,130986
2024-09-03,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_172,3,15180,45540
2024-09-03,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_71,4,39455,157820
2024-09-03,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_114,5,43244,216220
2024-09-03,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Instagram,Cliente_97,5,39078,195390
2024-09-03,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_129,2,38765,77530
2024-09-03,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_11,4,33211,132844
2024-09-04,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_63,2,34737,69474
2024-09-04,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_81,5,42660,213300
2024-09-04,INF-008,Sweatpants Classic Grey,Inferior,TikTok Shop,Cliente_152,4,18036,72144
2024-09-04,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_200,1,30899,30899
2024-09-04,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_155,4,24484,97936
2024-09-04,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_59,3,36049,108147
2024-09-04,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_190,1,18600,18600
2024-09-05,CAL-013,Old Skool Black/White,Calzado,Instagram,Cliente_103,5,20013,100065
2024-09-05,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_154,3,26430,79290
2024-09-05,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_32,5,36645,183225
2024-09-05,INF-010,Biker Shorts Urban Black,Inferior,Tienda Online,Cliente_200,2,23246,46492
2024-09-05,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_43,3,43477,130431
2024-09-05,SUP-004,Classic Polo Black,Superior,TikTok Shop,Cliente_122,2,30660,61320
2024-09-05,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_136,1,23058,23058
2024-09-06,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,TikTok Shop,Cliente_83,4,32972,131888
2024-09-06,INF-008,Sweatpants Classic Grey,Inferior,Tienda Física,Cliente_30,5,23190,115950
2024-09-06,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_127,3,37998,113994
2024-09-07,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_86,2,43077,86154
2024-09-07,ACC-017,Crossbody Bag Mini Messenger,Accesorios,TikTok Shop,Cliente_127,2,33866,67732
2024-09-07,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_35,4,22556,90224
2024-09-07,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_141,3,25391,76173
2024-09-07,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_135,1,36634,36634
2024-09-07,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_155,3,28740,86220
2024-09-07,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_37,1,26706,26706
2024-09-07,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_110,2,27928,55856
2024-09-08,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_163,2,27883,55766
2024-09-08,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_200,3,44907,134721
2024-09-08,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_123,2,34516,69032
2024-09-08,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_196,3,20354,61062
2024-09-08,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_169,3,39400,118200
2024-09-08,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Online,Cliente_39,1,25631,25631
2024-09-08,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_191,4,28371,113484
2024-09-08,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_18,2,39789,79578
2024-09-09,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_111,3,32920,98760
2024-09-09,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_143,1,23976,23976
2024-09-09,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_50,1,26867,26867
2024-09-09,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_75,1,37419,37419
2024-09-09,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_165,4,30253,121012
2024-09-09,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_53,1,20187,20187
2024-09-09,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Tienda Online,Cliente_37,3,37662,112986
2024-09-10,SUP-001,Essentials Oversized Tee,Superior,Tienda Física,Cliente_46,4,33730,134920
2024-09-10,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_15,3,23131,69393
2024-09-10,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Instagram,Cliente_138,1,26296,26296
2024-09-10,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Instagram,Cliente_92,2,18958,37916
2024-09-10,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_168,1,24316,24316
2024-09-10,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_19,4,15721,62884
2024-09-11,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_126,5,32389,161945
2024-09-11,SUP-002,Skateboarding Logo Hoodie,Superior,Instagram,Cliente_66,3,17925,53775
2024-09-11,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Online,Cliente_183,2,34017,68034
2024-09-11,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_119,1,17002,17002
2024-09-12,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_185,3,22703,68109
2024-09-12,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_103,4,17922,71688
2024-09-12,INF-008,Sweatpants Classic Grey,Inferior,Instagram,Cliente_7,4,42432,169728
2024-09-13,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_141,3,25454,76362
2024-09-13,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_35,2,33102,66204
2024-09-14,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_185,3,39958,119874
2024-09-14,CAL-011,Air Force 1 ‘07 Triple White,Calzado,TikTok Shop,Cliente_49,4,32819,131276
2024-09-14,ACC-019,Cinturón de lona con hebilla,Accesorios,TikTok Shop,Cliente_179,5,20652,103260
2024-09-15,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_84,1,18272,18272
2024-09-15,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_162,2,27470,54940
2024-09-15,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_147,4,17983,71932
2024-09-15,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Online,Cliente_86,5,40805,204025
2024-09-15,CAL-011,Air Force 1 ‘07 Triple White,Calzado,TikTok Shop,Cliente_154,4,38198,152792
2024-09-15,INF-008,Sweatpants Classic Grey,Inferior,Instagram,Cliente_39,4,44803,179212
2024-09-15,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_119,4,33890,135560
2024-09-16,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_156,4,19099,76396
2024-09-16,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_149,2,16002,32004
2024-09-16,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Instagram,Cliente_139,3,44120,132360
2024-09-16,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_81,4,35161,140644
2024-09-16,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_196,1,24859,24859
2024-09-16,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_1,4,38330,153320
2024-09-16,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_119,4,39447,157788
2024-09-16,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_116,4,28106,112424
2024-09-17,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_23,2,19378,38756
2024-09-18,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_58,5,35651,178255
2024-09-18,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Física,Cliente_3,4,17490,69960
2024-09-18,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_119,2,22205,44410
2024-09-18,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_123,4,16235,64940
2024-09-18,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_108,3,20438,61314
2024-09-18,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_50,2,40120,80240
2024-09-18,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_188,3,32703,98109
2024-09-18,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_42,2,16254,32508
2024-09-19,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_111,1,18799,18799
2024-09-19,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_193,2,36444,72888
2024-09-19,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_84,2,42708,85416
2024-09-19,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_42,2,21350,42700
2024-09-20,CAL-015,RS-X Efekt Gradient,Calzado,TikTok Shop,Cliente_103,4,36065,144260
2024-09-20,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_18,4,40655,162620
2024-09-20,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_104,5,44329,221645
2024-09-20,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_71,5,15886,79430
2024-09-21,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Online,Cliente_119,3,18717,56151
2024-09-21,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Física,Cliente_196,1,16504,16504
2024-09-21,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_44,3,41634,124902
2024-09-22,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,TikTok Shop,Cliente_166,5,18953,94765
2024-09-22,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_77,3,18676,56028
2024-09-22,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_109,3,43317,129951
2024-09-22,SUP-002,Skateboarding Logo Hoodie,Superior,Tienda Física,Cliente_163,2,25980,51960
2024-09-22,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_26,4,22382,89528
2024-09-22,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_103,2,24798,49596
2024-09-23,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_151,5,38684,193420
2024-09-23,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_137,1,43493,43493
2024-09-24,INF-009,Track Pants “Streets”,Inferior,TikTok Shop,Cliente_95,3,35949,107847
2024-09-24,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_18,4,16739,66956
2024-09-25,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_151,5,25508,127540
2024-09-25,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_188,3,42281,126843
2024-09-25,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_80,2,15021,30042
2024-09-25,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_26,3,44629,133887
2024-09-26,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_182,3,38153,114459
2024-09-27,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Instagram,Cliente_66,1,23815,23815
2024-09-27,SUP-004,Classic Polo Black,Superior,TikTok Shop,Cliente_199,1,32745,32745
2024-09-27,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_165,4,32262,129048
2024-09-27,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Física,Cliente_86,5,44561,222805
2024-09-27,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_175,1,15776,15776
2024-09-27,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_58,5,17426,87130
2024-09-27,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Instagram,Cliente_61,4,29106,116424
2024-09-28,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_187,3,16568,49704
2024-09-28,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_106,5,35036,175180
2024-09-28,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_56,4,30203,120812
2024-09-28,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_112,3,41805,125415
2024-09-28,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_86,1,26605,26605
2024-09-28,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_121,2,44436,88872
2024-09-28,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_190,3,30642,91926
2024-09-28,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_173,1,35089,35089
2024-09-29,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_139,5,35343,176715
2024-09-29,ACC-019,Cinturón de lona con hebilla,Accesorios,TikTok Shop,Cliente_154,5,27301,136505
2024-09-29,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_107,5,15231,76155
2024-09-29,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_89,1,18184,18184
2024-09-29,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_63,4,40600,162400
2024-09-30,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_138,5,40927,204635
2024-09-30,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_191,3,29906,89718
2024-09-30,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Física,Cliente_39,1,19635,19635
2024-09-30,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_24,2,33331,66662
2024-09-30,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_109,5,33545,167725
2024-10-01,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_172,4,44955,179820
2024-10-01,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_30,4,21972,87888
2024-10-01,ACC-019,Cinturón de lona con hebilla,Accesorios,TikTok Shop,Cliente_112,3,29714,89142
2024-10-01,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Online,Cliente_16,3,28199,84597
2024-10-01,CAL-013,Old Skool Black/White,Calzado,Tienda Online,Cliente_31,5,17507,87535
2024-10-01,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_171,3,27969,83907
2024-10-02,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_160,3,17748,53244
2024-10-02,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_92,3,18628,55884
2024-10-02,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Física,Cliente_70,4,25193,100772
2024-10-02,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Física,Cliente_162,1,18222,18222
2024-10-02,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_81,2,27735,55470
2024-10-02,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_198,4,24609,98436
2024-10-03,SUP-004,Classic Polo Black,Superior,Tienda Online,Cliente_61,5,17910,89550
2024-10-03,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Física,Cliente_187,4,36269,145076
2024-10-03,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_67,2,36790,73580
2024-10-03,SUP-001,Essentials Oversized Tee,Superior,TikTok Shop,Cliente_42,5,43770,218850
2024-10-03,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_167,4,19645,78580
2024-10-03,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_86,4,29331,117324
2024-10-03,INF-006,Cargo Pants Tactical Fit,Inferior,Tienda Online,Cliente_77,3,15198,45594
2024-10-03,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Instagram,Cliente_88,4,28386,113544
2024-10-04,CAL-015,RS-X Efekt Gradient,Calzado,Tienda Online,Cliente_46,3,42610,127830
2024-10-05,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_187,1,30271,30271
2024-10-05,INF-008,Sweatpants Classic Grey,Inferior,TikTok Shop,Cliente_42,3,30771,92313
2024-10-05,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,TikTok Shop,Cliente_2,5,29864,149320
2024-10-05,SUP-004,Classic Polo Black,Superior,Instagram,Cliente_171,5,31200,156000
2024-10-05,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Instagram,Cliente_192,5,34277,171385
2024-10-05,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_61,1,16369,16369
2024-10-05,INF-008,Sweatpants Classic Grey,Inferior,Tienda Física,Cliente_25,4,33684,134736
2024-10-06,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_166,1,42284,42284
2024-10-06,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_33,1,42240,42240
2024-10-06,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_127,3,27179,81537
2024-10-06,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_127,2,31461,62922
2024-10-06,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_133,2,31357,62714
2024-10-07,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_8,2,29563,59126
2024-10-07,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_81,1,41107,41107
2024-10-08,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_15,1,39910,39910
2024-10-09,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Instagram,Cliente_130,4,19997,79988
2024-10-09,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_104,2,43277,86554
2024-10-09,INF-008,Sweatpants Classic Grey,Inferior,TikTok Shop,Cliente_134,4,39637,158548
2024-10-10,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_48,3,30983,92949
2024-10-10,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_160,3,34479,103437
2024-10-10,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_79,3,22958,68874
2024-10-10,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_106,5,42292,211460
2024-10-10,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_173,5,33338,166690
2024-10-10,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Instagram,Cliente_164,4,29087,116348
2024-10-10,INF-008,Sweatpants Classic Grey,Inferior,Instagram,Cliente_55,3,36464,109392
2024-10-11,INF-010,Biker Shorts Urban Black,Inferior,Tienda Física,Cliente_94,5,42796,213980
2024-10-12,SUP-001,Essentials Oversized Tee,Superior,Tienda Online,Cliente_106,2,35981,71962
2024-10-12,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_105,5,20582,102910
2024-10-12,ACC-017,Crossbody Bag Mini Messenger,Accesorios,TikTok Shop,Cliente_185,1,37120,37120
2024-10-12,SUP-003,Graphic Crewneck “Astro Drift”,Superior,TikTok Shop,Cliente_85,1,44718,44718
2024-10-12,INF-010,Biker Shorts Urban Black,Inferior,TikTok Shop,Cliente_150,2,36275,72550
2024-10-13,SUP-004,Classic Polo Black,Superior,TikTok Shop,Cliente_106,2,25821,51642
2024-10-13,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_143,2,37945,75890
2024-10-13,ACC-019,Cinturón de lona con hebilla,Accesorios,Instagram,Cliente_85,5,16918,84590
2024-10-13,SUP-005,Denim Jacket Vintage Wash,Superior,TikTok Shop,Cliente_44,4,25065,100260
2024-10-13,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,TikTok Shop,Cliente_164,4,21453,85812
2024-10-13,CAL-013,Old Skool Black/White,Calzado,Instagram,Cliente_158,5,25961,129805
2024-10-13,INF-009,Track Pants “Streets”,Inferior,Tienda Física,Cliente_155,1,35898,35898
2024-10-14,INF-006,Cargo Pants Tactical Fit,Inferior,TikTok Shop,Cliente_178,2,31593,63186
2024-10-14,INF-008,Sweatpants Classic Grey,Inferior,Tienda Online,Cliente_1,5,26369,131845
2024-10-14,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Física,Cliente_158,1,15353,15353
2024-10-14,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_125,2,22611,45222
2024-10-14,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_6,4,23837,95348
2024-10-14,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_87,2,18919,37838
2024-10-14,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Física,Cliente_18,5,38424,192120
2024-10-14,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_114,5,44787,223935
2024-10-15,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_37,3,15411,46233
2024-10-16,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,Tienda Online,Cliente_122,3,17347,52041
2024-10-16,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_5,2,20876,41752
2024-10-16,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_107,4,26507,106028
2024-10-17,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Instagram,Cliente_132,1,16199,16199
2024-10-18,SUP-004,Classic Polo Black,Superior,Tienda Física,Cliente_68,4,33101,132404
2024-10-18,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_177,3,28705,86115
2024-10-18,INF-006,Cargo Pants Tactical Fit,Inferior,Instagram,Cliente_36,1,31916,31916
2024-10-18,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Física,Cliente_115,3,26514,79542
2024-10-18,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_136,3,15085,45255
2024-10-18,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Física,Cliente_21,2,29353,58706
2024-10-18,CAL-011,Air Force 1 ‘07 Triple White,Calzado,Tienda Online,Cliente_19,1,16189,16189
2024-10-18,INF-007,Ripped Skinny Jeans 'No Mercy',Inferior,TikTok Shop,Cliente_161,5,22135,110675
2024-10-19,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Online,Cliente_184,4,42694,170776
2024-10-19,SUP-005,Denim Jacket Vintage Wash,Superior,Tienda Online,Cliente_149,2,32314,64628
2024-10-19,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Instagram,Cliente_100,4,44108,176432
2024-10-19,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Física,Cliente_169,3,16470,49410
2024-10-19,ACC-019,Cinturón de lona con hebilla,Accesorios,Tienda Online,Cliente_165,5,27098,135490
2024-10-19,INF-010,Biker Shorts Urban Black,Inferior,Tienda Online,Cliente_16,2,25148,50296
2024-10-19,CAL-015,RS-X Efekt Gradient,Calzado,Instagram,Cliente_67,1,19634,19634
2024-10-19,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_158,5,18308,91540
2024-10-20,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Online,Cliente_155,3,33102,99306
2024-10-20,INF-009,Track Pants “Streets”,Inferior,Instagram,Cliente_145,2,22019,44038
2024-10-20,SUP-001,Essentials Oversized Tee,Superior,Instagram,Cliente_47,3,41546,124638
2024-10-20,ACC-017,Crossbody Bag Mini Messenger,Accesorios,Instagram,Cliente_22,1,29911,29911
2024-10-20,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_15,3,21430,64290
2024-10-20,CAL-013,Old Skool Black/White,Calzado,Tienda Online,Cliente_117,1,16981,16981
2024-10-20,INF-009,Track Pants “Streets”,Inferior,Tienda Online,Cliente_99,3,19723,59169
2024-10-21,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,Tienda Física,Cliente_62,1,18734,18734
2024-10-21,CAL-013,Old Skool Black/White,Calzado,TikTok Shop,Cliente_194,1,42673,42673
2024-10-21,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_107,2,22152,44304
2024-10-21,ACC-018,Gafas de sol “Neo Matrix”,Accesorios,TikTok Shop,Cliente_69,1,26381,26381
2024-10-21,SUP-005,Denim Jacket Vintage Wash,Superior,Instagram,Cliente_102,3,22191,66573
2024-10-21,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_23,1,30684,30684
2024-10-22,INF-010,Biker Shorts Urban Black,Inferior,Instagram,Cliente_183,2,19454,38908
2024-10-22,ACC-019,Cinturón de lona con hebilla,Accesorios,TikTok Shop,Cliente_154,2,44858,89716
2024-10-22,ACC-016,Bucket Hat “Street Jungle”,Accesorios,TikTok Shop,Cliente_50,3,43003,129009
2024-10-22,SUP-003,Graphic Crewneck “Astro Drift”,Superior,Tienda Online,Cliente_133,1,20959,20959
2024-10-22,CAL-013,Old Skool Black/White,Calzado,Tienda Física,Cliente_23,1,26039,26039
2024-10-22,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Instagram,Cliente_110,1,34121,34121
2024-10-22,ACC-020,Cadena plateada Miami Cuban Link,Accesorios,Tienda Online,Cliente_25,4,24412,97648
2024-10-23,CAL-012,Yeezy Boost 350 V2 Zebra,Calzado,Tienda Física,Cliente_9,2,32897,65794
2024-10-23,CAL-014,Chuck 70 Hi Canvas Natural,Calzado,Tienda Física,Cliente_69,1,15321,15321
2024-10-23,ACC-016,Bucket Hat “Street Jungle”,Accesorios,Tienda Online,Cliente_42,3,34878,104634
