id,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_week,BMI
CEQ-410,57.4,1.74,198,165,67,1.58,880,20.9,3.3,4,
FLE-998,93.5,1.85,166,167,74,1.01,670,23.2,2.6,3,19.83
KNO-812,40.2,1.7,184,152,70,1.82,744,13.2,2.6,3,18.63
QPM-348,77.4,1.69,179,132,74,1.11,712,27,3.5,2,16.23
NMD-185,40,1.86,180,169,63,1.26,986,25.3,1.5,3,19.92
XHH-740,84.4,1.67,184,160,74,1.28,1475,10,2.1,5,17.62
GMJ-559,101.5,1.9,175,165,74,1.46,1128,26.3,2.7,2,25.74
GLK-700,56.3,1.81,189,166,65,1.39,1066,14.3,2.9,3,22.34
FQK-926,72.1,2,166,124,67,2,1582,32.7,3.4,3,21.75
NKU-100,53.8,1.66,163,133,64,2,1187,34.5,1.5,4,23.95
CPT-641,48.9,1.7,194,145,55,1.12,487,33.9,2.2,5,28.96
MKT-661,60.9,1.86,191,152,60,1.79,1108,31.5,1.5,4,42.08
CWX-872,79.4,1.71,186,124,74,2,877,29.6,1.5,3,27.97
BNL-125,40,1.77,191,169,58,1.2,613,22.2,2.2,4,29.56
WXH-702,60.9,1.92,192,151,67,1.5,1407,18,3.5,5,43.3
OPL-562,50.2,1.89,197,125,51,1.46,1286,27.6,3.3,2,15.27
POE-884,82.5,1.79,190,132,69,0.9,664,10,2.3,2,34.85
OWG-345,57.2,1.84,168,141,74,1.56,303,16.8,2.4,5,29.68
AGV-829,65,1.77,194,152,66,1.34,715,25.2,1.8,2,23.25
EPB-949,57,1.7,168,160,61,0.74,976,17.7,2.8,4,12.32
VXC-980,70.8,1.85,160,142,52,1.5,1624,14.2,3.5,2,15.46
VUX-858,77.2,1.89,192,152,58,2,858,25.6,3.2,3,19.23
ZTT-004,71.2,1.8,176,139,68,1.4,354,10,3.4,2,31.75
USG-456,40,1.64,178,130,69,1.15,1093,27.4,3.4,3,14.89
AZD-013,61.5,1.88,182,152,72,1.62,793,24.2,3.3,4,23.84
ISS-280,73.6,1.82,162,141,55,1.5,1057,25.2,2.1,2,30.41
STQ-177,50.8,1.89,199,163,59,0.8,784,35,2.5,3,22.37
GAZ-448,58.4,1.61,182,165,70,0.77,1259,20.1,3.5,4,26.13
ZLP-826,67.4,1.76,187,120,74,1.1,911,21.4,2.3,5,19.6
YYA-390,60.6,1.83,172,161,60,1.32,760,25,3.3,5,18.03
XPI-081,80.7,1.74,192,121,72,1.43,839,26.5,1.5,4,12.32
NAA-079,73.7,1.88,192,141,59,1.68,769,,3.2,3,24.55
YCF-736,81.4,1.89,177,137,70,1.01,503,14.5,1.5,,21.8
EQJ-627,85.3,1.68,161,133,74,1.45,1269,26.1,2.5,4,15.99
TEE-623,66.1,1.63,181,169,71,1.48,666,30.6,1.6,5,17.15
VTR-608,57,1.62,188,126,70,2,998,17.9,3.4,4,13.32
EYN-358,40,1.72,194,127,68,1.51,1005,27.1,2.1,2,21.98
NMQ-123,62,1.74,181,158,53,1.15,549,22.5,2.2,,16.32
HLE-215,83.7,1.8,190,149,74,1.43,1157,16,3.5,,13.59
EXF-124,46.8,1.7,195,153,59,1.33,1178,24.7,3.4,3,26.27
OUM-718,68.7,1.81,192,169,62,1.08,1783,10,3.4,,32.2
RXD-955,90.6,1.6,161,125,52,1.03,1410,16,3.5,4,13.91
NEJ-145,54.3,1.82,185,168,66,1.4,1415,25.4,3.6,3,26.4
NQK-943,96.3,2,173,136,74,2,1095,20.4,1.5,5,25.83
OVF-386,62.2,1.69,164,134,67,1.24,1783,30.3,3.2,3,25.59
PJU-189,40,1.67,176,120,55,1.39,1710,18.2,2.7,3,12.32
IDJ-677,75.6,1.82,196,138,74,1.31,925,32.4,3.3,3,15.35
SFU-041,119.6,1.72,191,150,74,1.77,1006,13.1,2.2,4,13.32
BAP-454,56.6,2,184,125,52,1.29,918,28.9,3.3,2,23.89
GCN-936,42.2,1.63,177,134,74,2,685,26.4,3.7,3,28.27
JTW-437,61.9,1.55,181,150,72,1.93,1117,27.1,3.6,3,12.32
ZBI-325,70.7,1.64,196,136,,1.38,1608,13,1.6,5,20.83
XFC-507,40,1.83,188,137,71,1.47,1783,26.9,3.6,5,20.31
POX-672,100.1,1.76,170,160,55,1.43,1694,25.9,1.8,3,15.73
KNV-909,87.9,1.62,178,138,65,1.68,1205,20.9,2.6,4,34.99
UWG-511,40,1.62,166,164,73,1.23,1046,25.2,3.7,5,14.53
CFU-010,80.2,1.91,192,135,62,1.47,1461,16.5,3.7,2,28.49
JUC-454,62.3,1.82,174,160,64,1.23,1080,15.9,2.5,3,22.26
SXR-199,,1.81,179,144,50,1.52,1144,22,1.5,2,14.43
ZNX-748,59.4,1.87,190,122,50,1.77,1337,25.5,2.8,4,23.2
TEA-330,46.3,1.59,166,133,54,1.33,1001,23.8,2.2,2,17.74
SYW-115,88.2,1.72,191,155,54,1.28,911,27.2,2.2,4,15.42
WIT-909,120,1.79,187,141,51,2,1508,,2.5,4,21.36
ZMM-903,45.4,1.73,197,151,50,1.27,1200,23.1,3.6,4,17.33
IOR-365,40,1.87,186,140,56,1.57,848,26.6,2.6,5,12.87
VJA-480,129.9,1.78,189,120,74,1.51,828,20,1.5,2,30.83
IBZ-465,85.4,1.71,188,169,74,1.17,744,21.6,3.6,4,20.15
ESV-407,40,1.93,180,143,74,1.94,916,17.2,2.3,2,12.32
VFL-574,72.5,1.91,189,142,58,1.44,976,28.2,3.6,2,26.6
OMT-536,50.8,1.81,196,132,74,1.28,794,14.5,3.2,3,22.58
LJY-437,76.3,2,193,132,59,1.11,548,34.9,3.2,3,17.54
RIP-992,57.6,1.66,169,160,67,1.86,1332,30.9,2.7,4,30.42
OIC-612,62.3,1.53,185,153,68,1.3,1382,20.5,1.6,2,34.48
FIL-031,98.3,1.84,178,161,74,1.58,576,23.3,1.6,3,16.15
QGS-152,88.8,1.69,171,127,70,1.21,1097,25.6,3.4,,19.29
XLI-472,60.1,1.93,187,140,58,1.48,875,29.7,3.1,5,24.29
JUX-982,65.3,1.76,192,161,57,1.16,1092,32.1,1.9,4,23.82
MRP-237,61.8,1.88,189,142,73,1.02,1033,23.7,2.3,4,21.86
NEJ-015,40,1.63,192,157,64,1.31,1078,10,2.8,3,14.92
PQL-127,67.4,1.79,185,169,59,1.27,1398,18.9,3.4,5,25.14
WPJ-590,101.6,1.73,190,133,56,1.38,1047,22.1,3.2,3,40.75
VIM-427,54.9,1.93,187,165,70,0.94,836,26.7,3.7,4,13.37
DGE-959,46.8,1.67,164,153,74,1.53,684,15.2,2.3,4,12.32
FKU-877,57.8,1.89,168,165,67,1.38,1099,25.6,1.5,,15.3
OHO-068,57.7,1.76,160,152,59,1.82,314,23.2,1.8,4,12.32
SHS-349,80.1,,192,153,50,0.55,1222,31.7,1.5,3,19.51
LMB-758,88.3,1.72,195,158,70,,1327,12.3,3.6,3,33.99
KGW-026,61.6,1.77,170,130,74,2,1068,24.3,1.5,5,24.78
SWJ-095,92.4,1.52,197,135,59,1.12,1515,25.9,3.2,3,16.46
TSF-066,100,1.75,190,169,67,1.46,1573,20.8,3.4,4,
YKC-231,129.9,1.7,190,169,69,1.38,735,10,2.1,3,16.07
PVW-046,51,1.56,193,140,64,1.41,1347,28.6,3.5,2,25.42
CBV-235,71,1.81,199,158,68,1.87,1228,29.6,2.7,2,14.52
LNV-104,40,1.77,181,127,51,0.76,1382,15.3,2.6,4,14.09
TAN-075,76.2,1.64,169,137,72,0.74,1207,23.3,2.7,,40.63
ZOP-803,75.6,1.57,163,152,71,0.96,668,25.8,2.3,4,26.35
BSP-897,79.1,1.74,192,167,74,0.93,1157,18.7,1.9,2,13.83
TWF-471,49.1,1.7,162,167,63,1.1,891,23.5,2.9,3,15.73
OXA-492,63.8,1.74,199,140,55,1.5,741,28.1,1.6,3,25.22
NRP-629,62.1,1.71,172,169,55,1.52,854,27.4,3.7,3,
GRV-816,84.5,1.56,194,124,70,1.31,734,23.6,3.3,2,21.57
PBL-380,40,2,192,134,55,1.44,1116,12,2.6,2,21.2
UOG-606,55,1.6,172,164,53,1.85,1361,20.6,3.4,4,16.04
KSY-735,58.7,1.66,183,149,74,1.15,1368,23.1,2.3,4,12.32
NHG-730,55.7,1.8,168,167,64,1.53,600,34.4,2.8,4,25.27
ULZ-930,47.4,1.73,178,150,57,1.64,962,28.8,2,4,20.91
CCH-886,64.8,1.71,174,164,57,1.64,857,26.2,2.7,4,23.64
JNB-415,40,2,176,162,69,1.45,949,26.9,3.2,3,30.36
OHR-917,91.5,,189,169,58,1.51,786,24.6,3.6,3,19.09
MPF-874,71.4,1.68,180,143,68,1.37,606,23.8,3.2,2,21.59
HJU-258,91.7,1.74,172,166,56,1.28,892,19.8,3.1,4,12.32
WFO-498,79.4,1.56,171,126,69,1.42,963,21.3,3.1,3,26.3
MTB-828,50.1,1.69,185,169,64,1.68,1001,27.4,1.6,4,22.3
GMF-268,85.9,1.7,162,143,56,2,1455,28,3.3,3,12.78
YJY-505,63.6,1.57,165,169,74,1.09,1148,15.1,3.4,4,13.15
VGI-567,40,1.74,194,155,68,1.4,716,30.6,1.5,4,20.16
MTM-550,53,1.83,182,149,55,1.33,821,23.6,3.4,4,22.89
EOR-956,61.1,1.69,190,123,64,0.62,1227,23.8,3.6,2,19.83
VVE-407,79.4,1.58,163,125,74,1.49,663,24,2.4,3,12.32
HVT-491,61.7,1.52,177,160,54,0.54,1266,23.1,1.7,4,12.32
XLK-061,64,1.85,184,147,71,1.05,571,27,2,5,14.26
MYJ-876,50.7,1.86,171,149,74,1.29,580,,3.6,3,21.13
KOG-374,,1.54,161,156,74,0.68,882,28.9,2.6,4,12.32
KZO-568,46.9,1.75,192,146,63,2,748,15.3,1.7,4,12.48
OAS-073,67.4,1.83,167,122,66,1.49,1032,30.6,3.1,5,18.29
ZSZ-126,62.2,1.7,168,155,55,0.62,1596,35,3.2,2,16.7
NIB-599,80.2,1.74,187,141,72,1.23,1326,21.2,2.8,2,16.1
SJW-440,67.9,1.7,163,124,68,1.43,1338,13,3.1,5,13.87
AZJ-987,66.4,1.76,175,140,69,1.55,640,24.7,3.5,4,29.07
QPW-826,86.4,1.59,187,169,50,2,1336,27.6,1.6,4,14.57
WYG-879,48.1,1.58,181,125,70,1.88,695,23.1,3.3,3,26.69
UVM-354,50.9,1.51,174,130,58,2,1743,26.9,3.5,,22.5
YAK-117,48.4,1.81,178,120,71,1.45,1004,23.1,1.5,3,31.33
TLI-395,87.3,1.65,176,137,74,0.91,1262,31.5,,4,26.33
YSF-080,60.7,1.62,198,120,71,1.35,967,31.2,3.2,4,23.83
QOU-576,75.8,1.7,199,129,60,0.87,922,24.2,1.9,2,15.58
ENW-151,53.5,1.68,180,155,57,0.86,875,22.6,3.3,2,20.61
AAR-023,52.7,1.65,199,138,74,1.92,1102,24,3.3,2,18.38
EJA-645,60.2,1.75,166,155,57,0.92,819,10,3.2,5,12.32
SCV-806,81.9,1.63,168,126,56,1.17,760,23.1,2.1,4,12.32
TDR-506,72.4,1.74,189,127,60,1.4,1090,16.9,1.6,2,17.68
BXU-897,56.6,2,190,123,65,1.25,1309,14.7,3.5,4,17.83
CRC-142,47.2,1.81,187,129,,1.19,919,30.5,1.9,4,31.5
JLF-126,79,1.6,165,149,,1.59,1245,,2.2,3,18.69
ZSC-707,57,1.76,170,160,71,1.82,904,30.9,3.3,4,16.01
FUR-348,52.8,1.61,169,169,70,0.88,1375,24.2,2.7,5,18.1
DTA-967,58.4,2,179,139,60,1.21,1379,23.3,3.2,4,22.61
RKB-013,69.5,1.65,192,140,52,1.71,1163,29.8,3.5,4,15.8
RYC-340,87.2,1.5,193,152,58,1.28,1538,23.2,2.1,3,16.29
MFI-415,40,1.88,174,148,50,1.94,1436,27.4,,2,12.32
FYL-390,42.4,1.79,176,135,56,1.63,843,27.1,1.5,2,18.17
CIT-712,68.7,1.77,186,,63,1.85,1118,28.5,3.5,3,17.39
HHN-793,72.1,1.71,173,156,72,1.61,606,12,2.7,2,17.91
OYN-657,40,1.89,177,134,71,,1270,23.9,1.9,,18
KFB-390,113.1,1.73,165,135,58,1.5,1081,26.2,3.3,4,12.32
PHO-056,58.7,,161,130,69,1.07,733,28.6,1.9,3,12.87
LSN-095,57.4,1.66,189,136,62,1.55,1068,24.6,3.4,2,
LPS-969,85.7,1.53,185,133,52,1.02,1108,24,3.4,3,14.19
MGP-625,52.2,1.73,196,134,74,2,684,27.4,2,3,21.27
NDA-104,104.3,1.83,160,,64,1.83,1122,22.1,2.8,4,16.99
LKZ-570,52.3,1.59,161,121,74,2,723,20.3,3.3,3,22.56
LNZ-623,46.5,1.83,176,128,74,1.01,1061,10,2.5,4,14.63
CRZ-008,51.1,1.86,199,131,63,1,865,34.8,3.2,3,21.49
SQH-961,90.5,1.63,184,166,50,1.46,1217,31.3,2,5,12.99
UET-650,82.3,1.55,172,128,74,1.52,990,26.7,2,3,20.15
FVO-742,86,1.6,164,144,65,1.09,1196,17.4,1.5,2,20.18
ADO-357,45.9,1.83,192,120,55,1.49,808,22.4,1.5,3,17.82
YIW-665,40,1.61,176,156,59,,582,15.1,3.4,4,25.61
WXP-418,51.2,1.9,162,160,60,1.25,988,21.6,2.5,3,22.51
WSC-902,40.6,1.92,166,169,57,1.33,1783,17.1,3.6,5,12.32
EHJ-564,58.3,1.77,167,153,74,1.41,969,29.5,2.6,2,20.47
JME-083,76.3,1.95,188,125,72,0.95,899,21.7,2.3,5,26.08
ZAB-575,60.5,1.54,195,126,56,1.27,1237,29.1,3.7,4,21.23
HSZ-330,66.3,1.76,164,120,74,1.44,419,25.4,2.6,3,20.67
RSL-941,97.1,1.86,166,127,72,1.39,1783,11,1.5,4,16.27
AII-778,89.6,1.62,175,137,56,1.09,906,23.9,1.6,3,25.68
IJJ-702,42.7,1.82,196,145,68,1.24,1436,26.3,3.7,4,42.84
PKH-675,103.3,1.72,180,162,58,0.66,1104,22.6,3.2,2,12.42
ZPX-358,76.8,1.72,193,126,69,1.26,790,31.8,3.3,4,25.47
EWH-305,129.9,1.69,168,152,74,1.61,810,27.5,3.5,,23.37
LPX-210,60.8,1.78,189,147,73,1.04,951,27.3,3.3,4,
UNU-719,40,1.88,196,162,58,1.59,1131,30.4,2.6,3,21.91
ZHZ-665,92.8,1.59,161,150,52,1.19,1640,23.8,2.6,3,15.84
BEA-303,78.6,1.7,161,168,65,2,855,10,3.2,2,16.53
UKA-252,84,1.7,194,156,73,0.5,580,20.5,2.5,3,13.38
YPE-750,76.3,1.88,169,161,69,,1265,24.2,1.5,4,14.97
BDZ-949,60.7,1.57,179,135,69,1.24,964,26,2.9,3,15.19
NPO-227,40,1.81,189,157,71,1.32,1298,20.1,3.4,2,16.68
GPY-189,129.9,1.56,189,138,73,2,993,34,2.3,3,24.54
ISG-397,63,1.71,189,126,57,1.24,1175,25.6,3.2,3,15.02
TCY-079,65.6,1.87,189,168,56,1.16,1437,16.3,3.5,2,17.53
AGZ-563,77,1.69,191,154,58,1.16,1187,29.1,3.2,4,12.32
HPI-112,75.5,1.85,181,147,59,1.22,1267,21.8,2.8,3,18.19
LYI-074,79.8,1.53,172,148,72,1.98,1132,14.7,1.7,3,16.6
SYV-973,,1.8,160,155,74,1.26,906,23.9,3.2,4,18.21
THJ-300,69.5,1.75,178,131,74,1.51,1651,32.4,1.6,3,21.58
WFR-312,76.5,1.75,198,139,57,1.22,984,12.5,3.4,3,32.82
ORI-940,40,1.75,185,125,54,2,870,18.7,1.8,3,17.77
GTL-999,49.7,1.82,179,169,71,1.55,968,32.2,3.6,4,21.87
RLY-323,40,1.79,189,144,67,2,1285,27.2,2.6,3,15.69
IAK-958,71.8,1.51,190,167,59,1.84,1321,26.6,3.2,4,12.97
NXE-039,78.7,1.61,193,137,55,0.93,1668,24.5,2.3,,19.47
QQG-911,73,1.69,196,135,67,1.93,881,10,2.2,2,23.54
FZM-933,56.6,2,173,131,71,1.65,680,24.1,1.9,3,37.62
LSL-009,72.9,1.58,178,153,57,0.94,1139,25.9,3.5,2,18.97
YEG-418,55.4,1.6,185,144,67,2,1015,30.6,2.7,4,20.82
JGX-794,40,1.79,194,162,60,1.39,1012,23.7,2.8,4,13.81
ZUO-326,46,1.71,163,145,54,1.29,671,21.4,3.1,2,14.68
DWY-523,108.7,1.75,199,131,74,0.86,1080,24.1,1.9,3,16.46
SIM-784,59.6,1.6,187,127,69,1.41,573,22.7,2.2,3,21.54
BFB-395,41.9,1.59,166,165,50,2,898,24.6,3.2,3,14.53
DZF-795,85,1.73,161,128,64,1.34,812,16.6,3.2,4,13.34
DOY-692,72.3,1.8,199,120,74,1.33,457,26.5,2.3,4,12.32
QIW-032,95,1.85,168,140,56,1.3,958,20.5,3.3,3,12.66
DPV-902,65.7,1.97,167,144,53,1.1,872,19.1,2,4,19.14
JAP-986,60.5,1.76,160,146,67,0.58,1172,26.4,,4,28.93
YAU-250,62.4,1.72,168,164,74,0.91,1042,27.1,3.4,5,29.29
MDD-817,58.2,1.62,170,163,60,1.21,1524,26.5,2.8,3,12.32
LVW-940,73.3,1.86,187,123,60,1.22,1254,35,1.9,4,15.26
EGZ-523,44.9,1.73,176,158,74,2,905,27,2.1,3,23.8
RKO-923,62.6,1.71,192,158,57,1.99,1081,31.3,3.5,2,31.79
LMM-970,94.2,1.86,172,148,61,1.34,685,28.9,1.8,3,22.89
NYZ-513,40,1.63,165,159,74,2,935,28.2,1.6,2,12.98
GKA-789,99.6,1.72,164,169,70,1.41,962,23.6,3.7,5,28.7
ISI-030,60.7,2,188,169,74,1.42,705,23.3,3.2,4,21.91
XFC-224,58.1,1.65,168,130,60,1.18,850,22.4,3.1,3,12.32
IFO-626,74.6,1.58,172,165,68,1.4,1271,15.6,2.7,2,13.23
HEP-634,86.7,1.86,174,152,74,1.12,712,12.8,2.4,5,14.31
FMG-177,52.8,1.74,177,169,66,1.6,1286,26.4,3.2,4,20.83
WSH-657,65.9,1.74,195,169,73,2,1231,30.5,3.2,5,12.32
ZKL-708,49.6,1.52,191,,59,1.59,744,22.2,1.6,3,20.97
QUI-754,91.2,1.5,193,165,61,1.13,905,24,3.4,4,24.8
ILR-433,61,1.69,190,159,63,0.99,1040,23.6,3.6,5,18.07
GEX-541,90,1.74,194,167,57,1.36,764,25,2.6,4,13.77
BPR-127,88.8,1.56,198,160,53,1.18,1086,32.6,3.4,4,30.43
MNF-703,53,1.92,199,134,68,1.12,790,19.8,3.5,4,16.18
HLE-821,40,1.82,176,141,66,1.34,1709,24.1,3,4,15.3
FBS-205,40,1.88,188,131,54,1.29,840,11.9,1.9,3,18.81
WNE-139,72.9,1.71,164,122,73,1.78,432,27.8,1.5,2,20.67
HUM-261,62.5,1.87,185,167,73,0.96,1353,29.6,2.3,4,31.91
GMG-839,73.9,1.75,192,165,74,1.64,816,35,1.5,3,22.1
LUZ-851,57.6,1.7,167,141,68,0.88,710,14.7,1.5,3,15.66
XTE-725,63.8,1.8,192,129,54,1.92,1229,13.8,3.1,4,14.24
RED-355,59.8,1.77,186,151,55,0.97,792,23,2.1,3,24.41
SQT-396,80,2,173,125,56,1.82,773,22.3,2.8,4,14.62
CEY-368,92.4,1.79,,128,52,0.52,724,25.3,3.1,5,12.85
VOV-368,72.1,1.78,167,163,58,0.84,536,12.1,2.9,3,12.32
WMT-377,79.3,1.65,181,149,64,1.4,501,12,2.3,2,24.84
GST-280,76.4,1.84,164,161,69,1.2,978,17,3,3,21.69
RYB-033,40,1.68,183,167,64,1.45,1642,28.2,2.3,3,17.03
XYX-348,61.7,1.81,183,141,72,0.98,1443,31.4,2.6,4,20.6
DKL-582,75.2,2,196,141,73,1.13,753,33.8,3.6,4,16.39
WXO-005,77.7,1.81,187,149,54,1.08,842,33,3,2,12.32
UOV-987,58.2,1.7,189,134,55,0.73,785,24,1.6,4,12.46
ZKI-792,102.1,1.53,178,152,50,2,1783,26.5,2.1,3,38.34
AYG-637,89.1,1.78,174,120,51,1.52,574,27.6,1.5,4,20.61
WDW-524,77.9,1.87,183,169,59,1.28,691,24,3.4,2,15.67
MWE-133,44.3,1.76,180,129,58,1.85,494,25.8,3.2,4,16.48
ESZ-808,83.2,1.64,171,164,69,1.19,1392,22.9,3.5,3,14.97
QVW-289,100.1,1.97,192,164,73,2,1747,25.5,1.5,4,22.68
YPF-222,66.7,1.55,186,169,55,1.48,781,19.4,2.5,3,12.32
JJZ-600,101.5,1.57,184,120,55,1.02,601,17.7,2.3,5,46.11
HWK-153,89.7,1.78,184,142,53,0.53,1662,24.2,1.5,3,39.54
QPV-764,47.8,1.69,182,153,68,1.63,1249,20.2,1.5,4,12.32
IJQ-459,60.5,1.8,171,120,68,1.57,1452,27.1,3.2,3,12.32
QTA-831,79.1,1.73,188,151,58,1.32,1191,30.7,3.6,,18.31
SGA-224,74.2,1.83,194,153,60,1.24,1632,27.3,3,4,20.18
JZI-078,80.6,1.76,177,163,,2,1783,27.5,3.4,4,13.09
VPY-315,80.7,1.8,193,153,57,1.18,930,27.2,2.3,3,13.63
UVF-783,73.1,1.73,166,161,69,1.64,765,27,3.3,4,21.47
GPP-840,102.9,1.64,188,124,74,1.24,700,24.2,3.3,4,14.76
XYC-664,82.4,1.66,192,148,72,1.11,1090,26.3,3.4,2,18.08
UJX-017,59.8,2,188,144,70,2,1337,32.9,3.1,3,14.17
BAM-994,75.7,1.61,192,147,52,0.92,1211,21.2,2.4,3,23.19
CIG-914,49.7,1.86,161,,62,1.12,867,15.2,1.8,4,12.32
NNG-429,95.9,1.69,175,129,58,1.22,1674,27.5,2.1,3,24.01
VTB-356,60.8,1.64,161,127,74,1.57,1132,20.7,3.7,3,19.54
ZPM-476,42.9,1.51,163,131,74,2,526,15.3,3.3,5,13.74
ERA-572,55,,172,149,62,1.43,1423,30,3.5,3,23.55
PLX-979,53,1.67,183,128,72,1.29,682,21.9,2.2,3,16.71
QSZ-145,40.4,1.71,176,130,70,1.97,1110,17,3.6,4,29.32
HUH-984,127.6,1.65,174,156,56,1.9,1084,20.4,3.4,5,15.36
WCG-776,47.5,1.81,,124,69,1.78,533,26.4,3.2,3,26.59
UXN-577,44,1.59,168,144,54,1.39,1040,29,3.4,2,27.49
NSF-262,81,1.78,196,151,67,2,1246,10,3.3,3,19.74
DYF-941,69.5,1.68,172,155,59,1.78,1350,23.6,1.6,3,16.62
OJG-548,66.7,1.72,171,153,65,1.15,776,18.7,2.5,4,22.98
LWI-103,40.3,1.79,183,120,68,1.24,1420,14.5,1.7,5,13.37
AJY-326,73.4,1.57,169,138,67,1.14,977,32.4,3,4,25.05
UXH-183,75.7,1.74,189,136,74,1.7,854,24,1.5,2,12.47
QOR-230,68.2,1.7,178,137,52,2,1181,23.5,3.3,3,31.92
PPH-911,124.8,1.75,176,161,59,1.2,1240,10,3.3,3,28.03
BNL-017,68.5,1.73,175,142,58,1.2,840,19.3,2.1,2,12.32
CPI-913,94.6,1.69,167,158,57,0.75,1534,33.1,2,4,22.21
ANZ-666,98,1.59,179,141,62,1.04,729,14.2,1.5,3,18.32
XVE-371,91,1.55,174,136,74,0.99,1216,27,3.5,3,16
QOL-635,75.4,1.64,198,167,63,1.14,1045,20.5,1.5,3,30.23
NZZ-947,44.9,1.92,168,123,67,1.29,572,20.8,2.1,4,17.33
GMY-881,40,1.71,162,133,69,1.99,840,20.2,3.2,4,27.14
QHY-519,98.6,1.55,184,141,59,2,1172,27.8,3.2,2,23.47
JEJ-869,76.1,1.81,,153,74,2,1119,17.7,3.3,2,26.86
EIS-330,40,1.72,182,120,70,1.22,1178,14.6,1.9,4,17.87
HTT-753,96.5,1.54,168,160,70,1.43,1573,35,3.4,4,20.43
WLJ-785,40,2,169,138,72,1.08,576,31.2,2.9,2,20.21
MBQ-717,56.2,1.74,170,151,66,0.99,1215,26.9,2.9,4,20.61
PBN-128,64.3,1.79,188,148,62,1.63,1192,16.3,2.2,5,13.91
IPF-913,49.3,1.71,180,152,73,1.04,956,32.9,1.7,4,12.65
NKZ-894,54.5,1.67,196,148,73,1.21,819,29.4,3.1,3,15.16
OMB-446,64.2,1.78,192,130,74,1.38,1708,31.9,2.1,,25.59
RTV-473,40,1.71,178,169,69,1.3,1519,27.5,2.7,4,39.74
SHW-710,50.1,1.85,199,140,68,0.91,1243,30.7,2.8,4,25.82
WVH-933,40,2,193,121,,1.98,1282,25.7,2.6,4,27.96
YLH-094,71.9,1.66,177,,73,0.96,556,23.3,3.2,2,14.97
ZQE-142,44.9,1.79,166,120,74,1.66,811,16.2,3.3,3,29.4
BQK-892,55,1.77,161,142,74,1.04,1564,19.8,3.2,2,21.97
GEO-355,55.9,1.76,181,169,74,1.91,474,18.2,1.5,5,12.32
WVL-300,60.1,1.78,186,169,51,1.46,1108,35,2,3,16.06
DOL-664,68.2,1.91,188,131,69,2,1162,33.1,1.5,3,
FER-421,72.8,1.63,184,130,68,1.44,669,25.1,1.7,3,12.32
VJK-975,69,1.76,191,153,73,1.01,1276,16.7,2.9,4,13.89
YWH-431,47.1,1.72,194,145,50,,843,21.8,1.9,3,17.46
UUG-226,85.1,1.73,194,156,74,1.41,1024,28.9,3.5,4,13.22
ZLK-635,100.2,1.93,199,166,60,0.98,1076,24.6,2.7,4,16.49
KAD-294,45.8,1.59,177,126,74,0.92,1221,32.9,3,3,30.03
WZZ-203,77.6,1.6,183,165,72,0.66,1208,25.6,1.7,3,12.44
YHS-207,85.1,1.67,184,131,53,1.03,608,19.7,2.1,4,20.8
ZNP-362,78.2,1.63,191,169,74,2,1381,23.1,2.7,3,21.82
RGG-427,64.4,1.97,166,153,59,1.45,1132,27.9,2.9,3,23.33
HEO-943,79.7,1.75,168,132,74,1.67,445,23.9,3.4,4,25.28
ZJA-298,61.2,1.93,166,145,55,0.77,1015,18.8,1.5,4,12.32
GDU-488,82.5,1.66,166,134,50,0.95,640,11.2,3.4,5,21.01
ELW-026,93.2,1.63,,153,55,1.21,389,25.8,1.5,3,24.94
OAA-077,90,1.69,180,160,72,2,717,20.6,3.3,4,13.72
ISM-210,57.4,1.58,192,152,70,1.38,1137,18.3,3.2,2,20.91
EKE-299,67.5,1.71,173,,60,1.1,511,20.6,1.5,4,18.75
NCC-536,87.6,1.81,179,140,56,0.9,645,22.1,3.6,2,18.22
ULH-191,71,1.66,168,131,74,1.1,567,20.3,3.7,4,28.31
NRF-398,53.4,1.75,177,120,70,0.68,1257,26.7,2.7,5,35.28
TGV-874,56.5,1.61,189,123,58,2,1093,32.6,3.5,3,25.74
AXG-394,55.5,1.69,198,132,71,1.85,1590,15.3,2.2,3,27.8
XWR-798,62.2,1.5,192,132,61,2,913,11.4,1.5,3,22.96
EYJ-549,77.7,1.66,193,120,72,1.21,1115,11.3,2.2,2,22.23
VVV-992,87.9,1.54,177,129,58,1.93,1010,21.1,3.3,3,29.54
FQH-110,47.2,1.83,,146,54,1.3,775,29.9,3.4,4,13.01
SKQ-005,80.8,1.91,184,,59,0.99,780,23.6,3.3,4,18.61
CGM-354,80.8,1.71,162,163,74,1.86,900,19.4,2,2,12.54
QFX-416,55.4,1.68,197,,52,1.04,338,27.4,3.2,,17.71
ETS-803,72.1,1.83,164,152,58,1.58,1091,34.4,3.3,4,16.92
XAP-180,68.9,1.65,171,132,50,1.19,767,23,,3,20.71
DLK-144,55.3,1.73,183,134,51,1.1,976,31.3,2.8,2,16.26
XJB-561,46.3,1.69,181,141,67,1.64,1445,20.7,2.5,4,19.11
DOI-458,62.1,1.85,196,151,64,1.28,943,26.7,3.3,4,20.37
DXD-525,40,1.59,190,161,70,1.16,670,24.5,3.3,4,
FNZ-179,94.4,1.7,193,127,70,1.27,1183,16.4,3.4,4,19.3
